2018-06-15 09:15,-47.98
2018-06-15 09:20,-47.98
2018-06-15 09:25,-47.98
2018-06-15 09:30,-47.98
2018-06-15 09:35,-47.98
2018-06-15 09:40,-47.98
2018-06-15 09:45,-47.98
2018-06-15 09:50,-47.98
2018-06-15 09:55,-47.98
2018-06-15 10:00,-47.98
2018-06-15 10:05,-47.98
2018-06-15 10:10,-47.98
2018-06-15 10:15,-47.98
2018-06-15 10:20,-47.98
2018-06-15 10:25,-47.98
2018-06-15 10:30,-47.98
2018-06-15 10:35,-47.98
2018-06-15 10:40,-47.98
2018-06-15 10:45,-47.98
2018-06-15 10:50,-47.98
2018-06-15 10:55,-47.98
2018-06-15 11:00,-47.98
2018-06-15 11:05,-47.98
2018-06-15 11:10,-47.98
2018-06-15 11:15,-47.98
2018-06-15 11:20,-47.98
2018-06-15 11:25,-47.98
2018-06-15 11:30,-47.98
2018-06-15 11:35,-47.98
2018-06-15 11:40,-47.98
2018-06-15 11:45,-47.98
2018-06-15 11:50,-47.98
2018-06-15 11:55,-47.98
2018-06-15 12:00,-47.98
2018-06-15 12:05,-47.98
2018-06-15 12:10,-47.98
2018-06-15 12:15,-47.98
2018-06-15 12:20,-47.98
2018-06-15 12:25,-47.98
2018-06-15 12:30,-47.98
2018-06-15 12:35,-47.98
2018-06-15 12:40,-47.98
2018-06-15 12:45,-47.98
2018-06-15 12:50,-47.98
2018-06-15 12:55,-47.98
2018-06-15 13:00,-47.98
2018-06-15 13:05,-47.98
2018-06-15 13:10,-47.98
2018-06-15 13:15,-47.98
2018-06-15 13:20,-47.98
2018-06-15 13:25,-47.98
2018-06-15 13:30,-47.98
2018-06-15 13:35,-47.98
2018-06-15 13:40,-47.98
2018-06-15 13:45,-47.98
2018-06-15 13:50,-47.98
2018-06-15 13:55,-47.98
2018-06-15 14:00,-47.98
2018-06-15 14:05,-47.98
2018-06-15 14:10,-52.74
2018-06-15 14:15,-48.47
2018-06-15 14:20,-54.84
2018-06-15 14:25,-56.03
2018-06-15 14:30,-54.99
2018-06-15 14:35,-53.15
2018-06-15 14:40,-47.96
2018-06-15 14:45,-50.09
2018-06-15 14:50,-47.96
2018-06-15 14:55,-47.96
2018-06-15 15:00,-47.96
2018-06-15 15:05,-47.96
2018-06-15 15:10,-47.96
2018-06-15 15:15,-54.21
2018-06-15 15:20,-54.62
2018-06-15 15:25,-54.77
2018-06-15 15:30,-52.19
2018-06-15 15:35,-49.79
2018-06-15 15:40,-49.56
2018-06-15 15:45,-48.83
2018-06-15 15:50,-48.48
2018-06-15 15:55,-47.96
2018-06-15 16:00,-47.96
2018-06-15 16:05,-47.96
2018-06-15 16:10,-47.96
2018-06-15 16:15,-50.43
2018-06-15 16:20,-50.71
2018-06-15 16:25,-50.98
2018-06-15 16:30,-50.3
2018-06-15 16:35,-50.56
2018-06-15 16:40,-48.83
2018-06-15 16:45,-49.44
2018-06-15 16:50,-47.96
2018-06-15 16:55,-47.96
2018-06-15 17:00,-47.96
2018-06-15 17:05,-47.96
2018-06-15 17:10,-47.96
2018-06-15 17:15,-48.03
2018-06-15 17:20,-47.96
2018-06-15 17:25,-47.96
2018-06-15 17:30,-48.03
2018-06-15 17:35,-48.03
2018-06-15 17:40,-47.96
2018-06-15 17:45,-47.96
2018-06-15 17:50,-47.96
2018-06-15 17:55,-47.96
2018-06-15 18:00,-47.96
2018-06-15 18:05,-47.96
2018-06-15 18:10,-47.96
2018-06-15 18:15,-47.96
2018-06-15 18:20,-47.96
2018-06-15 18:25,-47.96
2018-06-15 18:30,-47.96
2018-06-15 18:35,-47.96
2018-06-15 18:40,-47.96
2018-06-15 18:45,-47.96
2018-06-15 18:50,-47.96
2018-06-15 18:55,-47.96
2018-06-15 19:00,-47.96
2018-06-15 19:05,-47.96
2018-06-15 19:10,-47.96
2018-06-15 19:15,-47.96
2018-06-15 19:20,-47.96
2018-06-15 19:25,-47.96
2018-06-15 19:30,-47.96
2018-06-15 19:35,-47.96
2018-06-15 19:40,-48.03
2018-06-15 19:45,-47.96
2018-06-15 19:50,-47.96
2018-06-15 19:55,-47.96
2018-06-15 20:00,-47.96
2018-06-15 20:05,-47.96
2018-06-15 20:10,-47.96
2018-06-15 20:15,-47.96
2018-06-15 20:20,-47.96
2018-06-15 20:25,-47.96
2018-06-15 20:30,-47.96
2018-06-15 20:35,-47.96
2018-06-15 20:40,-47.96
2018-06-15 20:45,-47.96
2018-06-15 20:50,-47.96
2018-06-15 20:55,-47.96
2018-06-15 21:00,-47.96
2018-06-15 21:05,-47.96
2018-06-15 21:10,-47.96
2018-06-15 21:15,-47.96
2018-06-15 21:20,-47.96
2018-06-15 21:25,-47.96
2018-06-15 21:30,-47.96
2018-06-15 21:35,-47.96
2018-06-15 21:40,-47.96
2018-06-15 21:45,-47.96
2018-06-15 21:50,-47.96
2018-06-15 21:55,-47.96
2018-06-15 22:00,-47.96
2018-06-15 22:05,-47.96
2018-06-15 22:10,-47.96
2018-06-15 22:15,-47.96
